date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,population
2022-11-30,1268295,0,147.0,16284,0,37457976
2022-12-01,1268295,0,147.0,16284,0,37457976
2022-12-02,1268295,0,147.0,16284,0,37457976
2022-12-03,1268295,0,147.0,16284,0,37457976
2022-12-04,1269296,1001,143.0,16285,1,37457976
2022-12-05,1269296,0,143.0,16285,0,37457976
2022-12-06,1269296,0,143.0,16285,0,37457976
2022-12-07,1269296,0,143.0,16285,0,37457976
2022-12-08,1269296,0,143.0,16285,0,37457976
2022-12-09,1269296,0,143.0,16285,0,37457976
2022-12-10,1269296,0,143.0,16285,0,37457976
2022-12-11,1270119,823,117.57,16288,3,37457976
2022-12-12,1270119,0,117.57,16288,0,37457976
2022-12-13,1270119,0,117.57,16288,0,37457976
2022-12-14,1270119,0,117.57,16288,0,37457976
2022-12-15,1270119,0,117.57,16288,0,37457976
2022-12-16,1270119,0,117.57,16288,0,37457976
2022-12-17,1270119,0,117.57,16288,0,37457976
2022-12-18,1270782,663,94.71,16294,6,37457976
2022-12-19,1270782,0,94.71,16294,0,37457976
2022-12-20,1270782,0,94.71,16294,0,37457976
2022-12-21,1270782,0,94.71,16294,0,37457976
2022-12-22,1270782,0,94.71,16294,0,37457976
2022-12-23,1270782,0,94.71,16294,0,37457976
2022-12-24,1270782,0,94.71,16294,0,37457976
2022-12-25,1271244,462,66.0,16294,0,37457976
2022-12-26,1271244,0,66.0,16294,0,37457976
2022-12-27,1271244,0,66.0,16294,0,37457976
2022-12-28,1271244,0,66.0,16294,0,37457976
2022-12-29,1271244,0,66.0,16294,0,37457976
2022-12-30,1271244,0,66.0,16294,0,37457976
2022-12-31,1271244,0,66.0,16294,0,37457976
2023-01-01,1271595,351,50.14,16294,0,37457976
2023-01-02,1271595,0,50.14,16294,0,37457976
2023-01-03,1271595,0,50.14,16294,0,37457976
2023-01-04,1271595,0,50.14,16294,0,37457976
2023-01-05,1271595,0,50.14,16294,0,37457976
2023-01-06,1271595,0,50.14,16294,0,37457976
2023-01-07,1271595,0,50.14,16294,0,37457976
2023-01-08,1271868,273,39.0,16295,1,37457976
2023-01-09,1271868,0,39.0,16295,0,37457976
2023-01-10,1271868,0,39.0,16295,0,37457976
2023-01-11,1271868,0,39.0,16295,0,37457976
2023-01-12,1271868,0,39.0,16295,0,37457976
2023-01-13,1271868,0,39.0,16295,0,37457976
2023-01-14,1271868,0,39.0,16295,0,37457976
2023-01-15,1272056,188,26.86,16295,0,37457976
2023-01-16,1272056,0,26.86,16295,0,37457976
2023-01-17,1272056,0,26.86,16295,0,37457976
2023-01-18,1272056,0,26.86,16295,0,37457976
2023-01-19,1272056,0,26.86,16295,0,37457976
2023-01-20,1272056,0,26.86,16295,0,37457976
2023-01-21,1272056,0,26.86,16295,0,37457976
2023-01-22,1272175,119,17.0,16296,1,37457976
2023-01-23,1272175,0,17.0,16296,0,37457976
2023-01-24,1272175,0,17.0,16296,0,37457976
2023-01-25,1272175,0,17.0,16296,0,37457976
2023-01-26,1272175,0,17.0,16296,0,37457976
2023-01-27,1272175,0,17.0,16296,0,37457976
2023-01-28,1272175,0,17.0,16296,0,37457976
2023-01-29,1272222,47,6.71,16296,0,37457976
2023-01-30,1272222,0,6.71,16296,0,37457976
2023-01-31,1272222,0,6.71,16296,0,37457976
2023-02-01,1272222,0,6.71,16296,0,37457976
2023-02-02,1272222,0,6.71,16296,0,37457976
2023-02-03,1272222,0,6.71,16296,0,37457976
2023-02-04,1272222,0,6.71,16296,0,37457976
2023-02-05,1272276,54,7.71,16296,0,37457976
2023-02-06,1272276,0,7.71,16296,0,37457976
2023-02-07,1272276,0,7.71,16296,0,37457976
2023-02-08,1272276,0,7.71,16296,0,37457976
2023-02-09,1272276,0,7.71,16296,0,37457976
2023-02-10,1272276,0,7.71,16296,0,37457976
2023-02-11,1272276,0,7.71,16296,0,37457976
2023-02-12,1272332,56,8.0,16296,0,37457976
2023-02-13,1272332,0,8.0,16296,0,37457976
2023-02-14,1272332,0,8.0,16296,0,37457976
2023-02-15,1272332,0,8.0,16296,0,37457976
2023-02-16,1272332,0,8.0,16296,0,37457976
2023-02-17,1272332,0,8.0,16296,0,37457976
2023-02-18,1272332,0,8.0,16296,0,37457976
2023-02-19,1272371,39,5.57,16296,0,37457976
2023-02-20,1272371,0,5.57,16296,0,37457976
2023-02-21,1272371,0,5.57,16296,0,37457976
2023-02-22,1272371,0,5.57,16296,0,37457976
2023-02-23,1272371,0,5.57,16296,0,37457976
2023-02-24,1272371,0,5.57,16296,0,37457976
2023-02-25,1272371,0,5.57,16296,0,37457976
2023-02-26,1272442,71,10.14,16296,0,37457976
2023-02-27,1272442,0,10.14,16296,0,37457976
2023-02-28,1272442,0,10.14,16296,0,37457976
2023-03-01,1272442,0,10.14,16296,0,37457976
2023-03-02,1272442,0,10.14,16296,0,37457976
2023-03-03,1272442,0,10.14,16296,0,37457976
2023-03-04,1272442,0,10.14,16296,0,37457976
2023-03-05,1272486,44,6.29,16296,0,37457976
2023-03-06,1272486,0,6.29,16296,0,37457976
2023-03-07,1272486,0,6.29,16296,0,37457976
2023-03-08,1272486,0,6.29,16296,0,37457976
2023-03-09,1272486,0,6.29,16296,0,37457976
2023-03-10,1272486,0,6.29,16296,0,37457976
2023-03-11,1272486,0,6.29,16296,0,37457976
2023-03-12,1272526,40,5.71,16296,0,37457976
2023-03-13,1272526,0,5.71,16296,0,37457976
2023-03-14,1272526,0,5.71,16296,0,37457976
2023-03-15,1272526,0,5.71,16296,0,37457976
2023-03-16,1272526,0,5.71,16296,0,37457976
2023-03-17,1272526,0,5.71,16296,0,37457976
2023-03-18,1272526,0,5.71,16296,0,37457976
2023-03-19,1272585,59,8.43,16296,0,37457976
2023-03-20,1272585,0,8.43,16296,0,37457976
2023-03-21,1272585,0,8.43,16296,0,37457976
2023-03-22,1272585,0,8.43,16296,0,37457976
2023-03-23,1272585,0,8.43,16296,0,37457976
2023-03-24,1272585,0,8.43,16296,0,37457976
2023-03-25,1272585,0,8.43,16296,0,37457976
2023-03-26,1272622,37,5.29,16296,0,37457976
2023-03-27,1272622,0,5.29,16296,0,37457976
2023-03-28,1272622,0,5.29,16296,0,37457976
2023-03-29,1272622,0,5.29,16296,0,37457976
2023-03-30,1272622,0,5.29,16296,0,37457976
2023-03-31,1272622,0,5.29,16296,0,37457976
2023-04-01,1272622,0,5.29,16296,0,37457976
2023-04-02,1272679,57,8.14,16296,0,37457976
2023-04-03,1272679,0,8.14,16296,0,37457976
2023-04-04,1272679,0,8.14,16296,0,37457976
2023-04-05,1272679,0,8.14,16296,0,37457976
2023-04-06,1272679,0,8.14,16296,0,37457976
2023-04-07,1272679,0,8.14,16296,0,37457976
2023-04-08,1272679,0,8.14,16296,0,37457976
2023-04-09,1272733,54,7.71,16296,0,37457976
2023-04-10,1272733,0,7.71,16296,0,37457976
2023-04-11,1272733,0,7.71,16296,0,37457976
2023-04-12,1272733,0,7.71,16296,0,37457976
2023-04-13,1272733,0,7.71,16296,0,37457976
2023-04-14,1272733,0,7.71,16296,0,37457976
2023-04-15,1272733,0,7.71,16296,0,37457976
2023-04-16,1272889,156,22.29,16296,0,37457976
2023-04-17,1272889,0,22.29,16296,0,37457976
2023-04-18,1272889,0,22.29,16296,0,37457976
2023-04-19,1272889,0,22.29,16296,0,37457976
2023-04-20,1272889,0,22.29,16296,0,37457976
2023-04-21,1272889,0,22.29,16296,0,37457976
2023-04-22,1272889,0,22.29,16296,0,37457976
2023-04-23,1273130,241,34.43,16297,1,37457976
2023-04-24,1273130,0,34.43,16297,0,37457976
2023-04-25,1273130,0,34.43,16297,0,37457976
2023-04-26,1273130,0,34.43,16297,0,37457976
2023-04-27,1273130,0,34.43,16297,0,37457976
2023-04-28,1273130,0,34.43,16297,0,37457976
2023-04-29,1273130,0,34.43,16297,0,37457976
2023-04-30,1273463,333,47.57,16297,0,37457976
2023-05-01,1273463,0,47.57,16297,0,37457976
2023-05-02,1273463,0,47.57,16297,0,37457976
2023-05-03,1273463,0,47.57,16297,0,37457976
2023-05-04,1273463,0,47.57,16297,0,37457976
2023-05-05,1273463,0,47.57,16297,0,37457976
2023-05-06,1273463,0,47.57,16297,0,37457976
2023-05-07,1273832,369,52.71,16297,0,37457976
2023-05-08,1273832,0,52.71,16297,0,37457976
2023-05-09,1273832,0,52.71,16297,0,37457976
2023-05-10,1273832,0,52.71,16297,0,37457976
2023-05-11,1273832,0,52.71,16297,0,37457976
2023-05-12,1273832,0,52.71,16297,0,37457976
2023-05-13,1273832,0,52.71,16297,0,37457976
2023-05-14,1274180,348,49.71,16297,0,37457976
2023-05-15,1274180,0,49.71,16297,0,37457976
2023-05-16,1274180,0,49.71,16297,0,37457976
2023-05-17,1274180,0,49.71,16297,0,37457976
2023-05-18,1274180,0,49.71,16297,0,37457976
2023-05-19,1274180,0,49.71,16297,0,37457976
2023-05-20,1274180,0,49.71,16297,0,37457976
2023-05-21,1274553,373,53.29,16297,0,37457976
2023-05-22,1274553,0,53.29,16297,0,37457976
2023-05-23,1274553,0,53.29,16297,0,37457976
2023-05-24,1274553,0,53.29,16297,0,37457976
2023-05-25,1274553,0,53.29,16297,0,37457976
2023-05-26,1274553,0,53.29,16297,0,37457976
2023-05-27,1274553,0,53.29,16297,0,37457976
2023-05-28,1274733,180,25.71,16297,0,37457976
2023-05-29,1274733,0,25.71,16297,0,37457976
2023-05-30,1274733,0,25.71,16297,0,37457976
2023-05-31,1274733,0,25.71,16297,0,37457976
2023-06-01,1274733,0,25.71,16297,0,37457976
2023-06-02,1274733,0,25.71,16297,0,37457976
2023-06-03,1274733,0,25.71,16297,0,37457976
2023-06-04,1274901,168,24.0,16297,0,37457976
2023-06-05,1274901,0,24.0,16297,0,37457976
2023-06-06,1274901,0,24.0,16297,0,37457976
2023-06-07,1274901,0,24.0,16297,0,37457976
2023-06-08,1274901,0,24.0,16297,0,37457976
2023-06-09,1274901,0,24.0,16297,0,37457976
2023-06-10,1274901,0,24.0,16297,0,37457976
2023-06-11,1275003,102,14.57,16297,0,37457976
2023-06-12,1275003,0,14.57,16297,0,37457976
2023-06-13,1275003,0,14.57,16297,0,37457976
2023-06-14,1275003,0,14.57,16297,0,37457976
2023-06-15,1275003,0,14.57,16297,0,37457976
2023-06-16,1275003,0,14.57,16297,0,37457976
2023-06-17,1275003,0,14.57,16297,0,37457976
2023-06-18,1275089,86,12.29,16297,0,37457976
2023-06-19,1275089,0,12.29,16297,0,37457976
2023-06-20,1275089,0,12.29,16297,0,37457976
2023-06-21,1275089,0,12.29,16297,0,37457976
2023-06-22,1275089,0,12.29,16297,0,37457976
2023-06-23,1275089,0,12.29,16297,0,37457976
2023-06-24,1275089,0,12.29,16297,0,37457976
2023-06-25,1275136,47,6.71,16297,0,37457976
2023-06-26,1275136,0,6.71,16297,0,37457976
2023-06-27,1275136,0,6.71,16297,0,37457976
2023-06-28,1275136,0,6.71,16297,0,37457976
2023-06-29,1275136,0,6.71,16297,0,37457976
2023-06-30,1275136,0,6.71,16297,0,37457976
2023-07-01,1275136,0,6.71,16297,0,37457976
2023-07-02,1275168,32,4.57,16297,0,37457976
2023-07-03,1275168,0,4.57,16297,0,37457976
2023-07-04,1275168,0,4.57,16297,0,37457976
2023-07-05,1275168,0,4.57,16297,0,37457976
2023-07-06,1275168,0,4.57,16297,0,37457976
2023-07-07,1275168,0,4.57,16297,0,37457976
2023-07-08,1275168,0,4.57,16297,0,37457976
2023-07-09,1275191,23,3.29,16297,0,37457976
2023-07-10,1275191,0,3.29,16297,0,37457976
2023-07-11,1275191,0,3.29,16297,0,37457976
2023-07-12,1275191,0,3.29,16297,0,37457976
2023-07-13,1275191,0,3.29,16297,0,37457976
2023-07-14,1275191,0,3.29,16297,0,37457976
2023-07-15,1275191,0,3.29,16297,0,37457976
2023-07-16,1275224,33,4.71,16297,0,37457976
2023-07-17,1275224,0,4.71,16297,0,37457976
2023-07-18,1275224,0,4.71,16297,0,37457976
2023-07-19,1275224,0,4.71,16297,0,37457976
2023-07-20,1275224,0,4.71,16297,0,37457976
2023-07-21,1275224,0,4.71,16297,0,37457976
2023-07-22,1275224,0,4.71,16297,0,37457976
2023-07-23,1275245,21,3.0,16297,0,37457976
2023-07-24,1275245,0,3.0,16297,0,37457976
2023-07-25,1275245,0,3.0,16297,0,37457976
2023-07-26,1275245,0,3.0,16297,0,37457976
2023-07-27,1275245,0,3.0,16297,0,37457976
2023-07-28,1275245,0,3.0,16297,0,37457976
2023-07-29,1275245,0,3.0,16297,0,37457976
2023-07-30,1275273,28,4.0,16297,0,37457976
2023-07-31,1275273,0,4.0,16297,0,37457976
2023-08-01,1275273,0,4.0,16297,0,37457976
2023-08-02,1275273,0,4.0,16297,0,37457976
2023-08-03,1275273,0,4.0,16297,0,37457976
2023-08-04,1275273,0,4.0,16297,0,37457976
2023-08-05,1275273,0,4.0,16297,0,37457976
2023-08-06,1275293,20,2.86,16297,0,37457976
2023-08-07,1275293,0,2.86,16297,0,37457976
2023-08-08,1275293,0,2.86,16297,0,37457976
2023-08-09,1275293,0,2.86,16297,0,37457976
2023-08-10,1275293,0,2.86,16297,0,37457976
2023-08-11,1275293,0,2.86,16297,0,37457976
2023-08-12,1275293,0,2.86,16297,0,37457976
2023-08-13,1275320,27,3.86,16297,0,37457976
2023-08-14,1275320,0,3.86,16297,0,37457976
2023-08-15,1275320,0,3.86,16297,0,37457976
2023-08-16,1275320,0,3.86,16297,0,37457976
2023-08-17,1275320,0,3.86,16297,0,37457976
2023-08-18,1275320,0,3.86,16297,0,37457976
2023-08-19,1275320,0,3.86,16297,0,37457976
2023-08-20,1275394,74,10.57,16297,0,37457976
2023-08-21,1275394,0,10.57,16297,0,37457976
2023-08-22,1275394,0,10.57,16297,0,37457976
2023-08-23,1275394,0,10.57,16297,0,37457976
2023-08-24,1275394,0,10.57,16297,0,37457976
2023-08-25,1275394,0,10.57,16297,0,37457976
2023-08-26,1275394,0,10.57,16297,0,37457976
2023-08-27,1275555,161,23.0,16297,0,37457976
2023-08-28,1275555,0,23.0,16297,0,37457976
2023-08-29,1275555,0,23.0,16297,0,37457976
2023-08-30,1275555,0,23.0,16297,0,37457976
2023-08-31,1275555,0,23.0,16297,0,37457976
2023-09-01,1275555,0,23.0,16297,0,37457976
2023-09-02,1275555,0,23.0,16297,0,37457976
2023-09-03,1275864,309,44.14,16297,0,37457976
2023-09-04,1275864,0,44.14,16297,0,37457976
2023-09-05,1275864,0,44.14,16297,0,37457976
2023-09-06,1275864,0,44.14,16297,0,37457976
2023-09-07,1275864,0,44.14,16297,0,37457976
2023-09-08,1275864,0,44.14,16297,0,37457976
2023-09-09,1275864,0,44.14,16297,0,37457976
2023-09-10,1276176,312,44.57,16297,0,37457976
2023-09-11,1276176,0,44.57,16297,0,37457976
2023-09-12,1276176,0,44.57,16297,0,37457976
2023-09-13,1276176,0,44.57,16297,0,37457976
2023-09-14,1276176,0,44.57,16297,0,37457976
2023-09-15,1276176,0,44.57,16297,0,37457976
2023-09-16,1276176,0,44.57,16297,0,37457976
2023-09-17,1276430,254,36.29,16297,0,37457976
2023-09-18,1276430,0,36.29,16297,0,37457976
2023-09-19,1276430,0,36.29,16297,0,37457976
2023-09-20,1276430,0,36.29,16297,0,37457976
2023-09-21,1276430,0,36.29,16297,0,37457976
2023-09-22,1276430,0,36.29,16297,0,37457976
2023-09-23,1276430,0,36.29,16297,0,37457976
2023-09-24,1276635,205,29.29,16297,0,37457976
2023-09-25,1276635,0,29.29,16297,0,37457976
2023-09-26,1276635,0,29.29,16297,0,37457976
2023-09-27,1276635,0,29.29,16297,0,37457976
2023-09-28,1276635,0,29.29,16297,0,37457976
2023-09-29,1276635,0,29.29,16297,0,37457976
2023-09-30,1276635,0,29.29,16297,0,37457976
2023-10-01,1276812,177,25.29,16297,0,37457976
2023-10-02,1276812,0,25.29,16297,0,37457976
2023-10-03,1276812,0,25.29,16297,0,37457976
2023-10-04,1276812,0,25.29,16297,0,37457976
2023-10-05,1276812,0,25.29,16297,0,37457976
2023-10-06,1276812,0,25.29,16297,0,37457976
2023-10-07,1276812,0,25.29,16297,0,37457976
2023-10-08,1276950,138,19.71,16297,0,37457976
2023-10-09,1276950,0,19.71,16297,0,37457976
2023-10-10,1276950,0,19.71,16297,0,37457976
2023-10-11,1276950,0,19.71,16297,0,37457976
2023-10-12,1276950,0,19.71,16297,0,37457976
2023-10-13,1276950,0,19.71,16297,0,37457976
2023-10-14,1276950,0,19.71,16297,0,37457976
2023-10-15,1277082,132,18.86,16297,0,37457976
2023-10-16,1277082,0,18.86,16297,0,37457976
2023-10-17,1277082,0,18.86,16297,0,37457976
2023-10-18,1277082,0,18.86,16297,0,37457976
2023-10-19,1277082,0,18.86,16297,0,37457976
2023-10-20,1277082,0,18.86,16297,0,37457976
2023-10-21,1277082,0,18.86,16297,0,37457976
2023-10-22,1277218,136,19.43,16297,0,37457976
2023-10-23,1277218,0,19.43,16297,0,37457976
2023-10-24,1277218,0,19.43,16297,0,37457976
2023-10-25,1277218,0,19.43,16297,0,37457976
2023-10-26,1277218,0,19.43,16297,0,37457976
2023-10-27,1277218,0,19.43,16297,0,37457976
2023-10-28,1277218,0,19.43,16297,0,37457976
2023-10-29,1277342,124,17.71,16297,0,37457976
2023-10-30,1277342,0,17.71,16297,0,37457976
2023-10-31,1277342,0,17.71,16297,0,37457976
2023-11-01,1277342,0,17.71,16297,0,37457976
2023-11-02,1277342,0,17.71,16297,0,37457976
2023-11-03,1277342,0,17.71,16297,0,37457976
2023-11-04,1277342,0,17.71,16297,0,37457976
2023-11-05,1277342,0,0.0,16297,0,37457976
2023-11-06,1277342,0,0.0,16297,0,37457976
2023-11-07,1277342,0,0.0,16297,0,37457976
2023-11-08,1277342,0,0.0,16297,0,37457976
2023-11-09,1277342,0,0.0,16297,0,37457976
2023-11-10,1277342,0,0.0,16297,0,37457976
2023-11-11,1277342,0,0.0,16297,0,37457976
2023-11-12,1277538,196,28.0,16297,0,37457976
2023-11-13,1277538,0,28.0,16297,0,37457976
2023-11-14,1277538,0,28.0,16297,0,37457976
2023-11-15,1277538,0,28.0,16297,0,37457976
2023-11-16,1277538,0,28.0,16297,0,37457976
2023-11-17,1277538,0,28.0,16297,0,37457976
2023-11-18,1277538,0,28.0,16297,0,37457976
2023-11-19,1277642,104,14.86,16297,0,37457976
2023-11-20,1277642,0,14.86,16297,0,37457976
2023-11-21,1277642,0,14.86,16297,0,37457976
2023-11-22,1277642,0,14.86,16297,0,37457976
2023-11-23,1277642,0,14.86,16297,0,37457976
2023-11-24,1277642,0,14.86,16297,0,37457976
2023-11-25,1277642,0,14.86,16297,0,37457976
2023-11-26,1277746,104,14.86,16297,0,37457976
2023-11-27,1277746,0,14.86,16297,0,37457976
2023-11-28,1277746,0,14.86,16297,0,37457976
2023-11-29,1277746,0,14.86,16297,0,37457976
2023-11-30,1277746,0,14.86,16297,0,37457976
2023-12-01,1277746,0,14.86,16297,0,37457976
2023-12-02,1277746,0,14.86,16297,0,37457976
2023-12-03,1277862,116,16.57,16298,1,37457976
2023-12-04,1277862,0,16.57,16298,0,37457976
2023-12-05,1277862,0,16.57,16298,0,37457976
2023-12-06,1277862,0,16.57,16298,0,37457976
2023-12-07,1277862,0,16.57,16298,0,37457976
2023-12-08,1277862,0,16.57,16298,0,37457976
2023-12-09,1277862,0,16.57,16298,0,37457976
2023-12-10,1277956,94,13.43,16298,0,37457976
2023-12-11,1277956,0,13.43,16298,0,37457976
2023-12-12,1277956,0,13.43,16298,0,37457976
2023-12-13,1277956,0,13.43,16298,0,37457976
2023-12-14,1277956,0,13.43,16298,0,37457976
2023-12-15,1277956,0,13.43,16298,0,37457976
2023-12-16,1277956,0,13.43,16298,0,37457976
2023-12-17,1278055,99,14.14,16298,0,37457976
2023-12-18,1278055,0,14.14,16298,0,37457976
2023-12-19,1278055,0,14.14,16298,0,37457976
2023-12-20,1278055,0,14.14,16298,0,37457976
2023-12-21,1278055,0,14.14,16298,0,37457976
2023-12-22,1278055,0,14.14,16298,0,37457976
2023-12-23,1278055,0,14.14,16298,0,37457976
2023-12-24,1278164,109,15.57,16298,0,37457976
2023-12-25,1278164,0,15.57,16298,0,37457976
2023-12-26,1278164,0,15.57,16298,0,37457976
2023-12-27,1278164,0,15.57,16298,0,37457976
2023-12-28,1278164,0,15.57,16298,0,37457976
2023-12-29,1278164,0,15.57,16298,0,37457976
2023-12-30,1278164,0,15.57,16298,0,37457976
2023-12-31,1278269,105,15.0,16300,2,37457976
2024-01-01,1278269,0,15.0,16300,0,37457976
2024-01-02,1278269,0,15.0,16300,0,37457976
2024-01-03,1278269,0,15.0,16300,0,37457976
2024-01-04,1278269,0,15.0,16300,0,37457976
2024-01-05,1278269,0,15.0,16300,0,37457976
2024-01-06,1278269,0,15.0,16300,0,37457976
2024-01-07,1278399,130,18.57,16300,0,37457976
2024-01-08,1278399,0,18.57,16300,0,37457976
2024-01-09,1278399,0,18.57,16300,0,37457976
2024-01-10,1278399,0,18.57,16300,0,37457976
2024-01-11,1278399,0,18.57,16300,0,37457976
2024-01-12,1278399,0,18.57,16300,0,37457976
2024-01-13,1278399,0,18.57,16300,0,37457976
2024-01-14,1278512,113,16.14,16301,1,37457976
2024-01-15,1278512,0,16.14,16301,0,37457976
2024-01-16,1278512,0,16.14,16301,0,37457976
2024-01-17,1278512,0,16.14,16301,0,37457976
2024-01-18,1278512,0,16.14,16301,0,37457976
2024-01-19,1278512,0,16.14,16301,0,37457976
2024-01-20,1278512,0,16.14,16301,0,37457976
2024-01-21,1278666,154,22.0,16301,0,37457976
2024-01-22,1278666,0,22.0,16301,0,37457976
2024-01-23,1278666,0,22.0,16301,0,37457976
2024-01-24,1278666,0,22.0,16301,0,37457976
2024-01-25,1278666,0,22.0,16301,0,37457976
2024-01-26,1278666,0,22.0,16301,0,37457976
2024-01-27,1278666,0,22.0,16301,0,37457976
2024-01-28,1278752,86,12.29,16301,0,37457976
2024-01-29,1278752,0,12.29,16301,0,37457976
2024-01-30,1278752,0,12.29,16301,0,37457976
2024-01-31,1278752,0,12.29,16301,0,37457976
2024-02-01,1278752,0,12.29,16301,0,37457976
2024-02-02,1278752,0,12.29,16301,0,37457976
2024-02-03,1278752,0,12.29,16301,0,37457976
2024-02-04,1278844,92,13.14,16301,0,37457976
2024-02-05,1278844,0,13.14,16301,0,37457976
2024-02-06,1278844,0,13.14,16301,0,37457976
2024-02-07,1278844,0,13.14,16301,0,37457976
2024-02-08,1278844,0,13.14,16301,0,37457976
2024-02-09,1278844,0,13.14,16301,0,37457976
2024-02-10,1278844,0,13.14,16301,0,37457976
2024-02-11,1278944,100,14.29,16302,1,37457976
2024-02-12,1278944,0,14.29,16302,0,37457976
2024-02-13,1278944,0,14.29,16302,0,37457976
2024-02-14,1278944,0,14.29,16302,0,37457976
2024-02-15,1278944,0,14.29,16302,0,37457976
2024-02-16,1278944,0,14.29,16302,0,37457976
2024-02-17,1278944,0,14.29,16302,0,37457976
2024-02-18,1278988,44,6.29,16303,1,37457976
2024-02-19,1278988,0,6.29,16303,0,37457976
2024-02-20,1278988,0,6.29,16303,0,37457976
2024-02-21,1278988,0,6.29,16303,0,37457976
2024-02-22,1278988,0,6.29,16303,0,37457976
2024-02-23,1278988,0,6.29,16303,0,37457976
2024-02-24,1278988,0,6.29,16303,0,37457976
2024-02-25,1279034,46,6.57,16303,0,37457976
2024-02-26,1279034,0,6.57,16303,0,37457976
2024-02-27,1279034,0,6.57,16303,0,37457976
2024-02-28,1279034,0,6.57,16303,0,37457976
2024-02-29,1279034,0,6.57,16303,0,37457976
2024-03-01,1279034,0,6.57,16303,0,37457976
2024-03-02,1279034,0,6.57,16303,0,37457976
2024-03-03,1279044,10,1.43,16303,0,37457976
2024-03-04,1279044,0,1.43,16303,0,37457976
2024-03-05,1279044,0,1.43,16303,0,37457976
2024-03-06,1279044,0,1.43,16303,0,37457976
2024-03-07,1279044,0,1.43,16303,0,37457976
2024-03-08,1279044,0,1.43,16303,0,37457976
2024-03-09,1279044,0,1.43,16303,0,37457976
2024-03-10,1279048,4,0.57,16303,0,37457976
2024-03-11,1279048,0,0.57,16303,0,37457976
2024-03-12,1279048,0,0.57,16303,0,37457976
2024-03-13,1279048,0,0.57,16303,0,37457976
2024-03-14,1279048,0,0.57,16303,0,37457976
2024-03-15,1279048,0,0.57,16303,0,37457976
2024-03-16,1279048,0,0.57,16303,0,37457976
2024-03-17,1279062,14,2.0,16304,1,37457976
2024-03-18,1279062,0,2.0,16304,0,37457976
2024-03-19,1279062,0,2.0,16304,0,37457976
2024-03-20,1279062,0,2.0,16304,0,37457976
2024-03-21,1279062,0,2.0,16304,0,37457976
2024-03-22,1279062,0,2.0,16304,0,37457976
2024-03-23,1279062,0,2.0,16304,0,37457976
2024-03-24,1279073,11,1.57,16304,0,37457976
2024-03-25,1279073,0,1.57,16304,0,37457976
2024-03-26,1279073,0,1.57,16304,0,37457976
2024-03-27,1279073,0,1.57,16304,0,37457976
2024-03-28,1279073,0,1.57,16304,0,37457976
2024-03-29,1279073,0,1.57,16304,0,37457976
2024-03-30,1279073,0,1.57,16304,0,37457976
2024-03-31,1279080,7,1.0,16304,0,37457976
2024-04-01,1279080,0,1.0,16304,0,37457976
2024-04-02,1279080,0,1.0,16304,0,37457976
2024-04-03,1279080,0,1.0,16304,0,37457976
2024-04-04,1279080,0,1.0,16304,0,37457976
2024-04-05,1279080,0,1.0,16304,0,37457976
2024-04-06,1279080,0,1.0,16304,0,37457976
2024-04-07,1279084,4,0.57,16304,0,37457976
2024-04-08,1279084,0,0.57,16304,0,37457976
2024-04-09,1279084,0,0.57,16304,0,37457976
2024-04-10,1279084,0,0.57,16304,0,37457976
2024-04-11,1279084,0,0.57,16304,0,37457976
2024-04-12,1279084,0,0.57,16304,0,37457976
2024-04-13,1279084,0,0.57,16304,0,37457976
2024-04-14,1279094,10,1.43,16304,0,37457976
2024-04-15,1279094,0,1.43,16304,0,37457976
2024-04-16,1279094,0,1.43,16304,0,37457976
2024-04-17,1279094,0,1.43,16304,0,37457976
2024-04-18,1279094,0,1.43,16304,0,37457976
2024-04-19,1279094,0,1.43,16304,0,37457976
2024-04-20,1279094,0,1.43,16304,0,37457976
2024-04-21,1279105,11,1.57,16305,1,37457976
2024-04-22,1279105,0,1.57,16305,0,37457976
2024-04-23,1279105,0,1.57,16305,0,37457976
2024-04-24,1279105,0,1.57,16305,0,37457976
2024-04-25,1279105,0,1.57,16305,0,37457976
2024-04-26,1279105,0,1.57,16305,0,37457976
2024-04-27,1279105,0,1.57,16305,0,37457976
2024-04-28,1279115,10,1.43,16305,0,37457976
2024-04-29,1279115,0,1.43,16305,0,37457976
2024-04-30,1279115,0,1.43,16305,0,37457976
2024-05-01,1279115,0,1.43,16305,0,37457976
2024-05-02,1279115,0,1.43,16305,0,37457976
2024-05-03,1279115,0,1.43,16305,0,37457976
2024-05-04,1279115,0,1.43,16305,0,37457976
2024-05-05,1279115,0,0.0,16305,0,37457976
2024-05-06,1279115,0,0.0,16305,0,37457976
2024-05-07,1279115,0,0.0,16305,0,37457976
2024-05-08,1279115,0,0.0,16305,0,37457976
2024-05-09,1279115,0,0.0,16305,0,37457976
2024-05-10,1279115,0,0.0,16305,0,37457976
2024-05-11,1279115,0,0.0,16305,0,37457976
2024-05-12,1279115,0,0.0,16305,0,37457976
2024-05-13,1279115,0,0.0,16305,0,37457976
2024-05-14,1279115,0,0.0,16305,0,37457976
2024-05-15,1279115,0,0.0,16305,0,37457976
2024-05-16,1279115,0,0.0,16305,0,37457976
2024-05-17,1279115,0,0.0,16305,0,37457976
2024-05-18,1279115,0,0.0,16305,0,37457976
2024-05-19,1279115,0,0.0,16305,0,37457976
